epoch,iter,lossG,lossGfwd,lossGadv,lossD,lossDadv-org,lossDadv-gen,lossDadv-mix,SSIM,PSNR,LPIPS,HistW
897,449000,1.351316,0.366581,-0.984734,1.999879,0.015356,1.984472,1.984576,0.000000,0.000000,0.000000,0.000000
898,449500,1.345388,0.364076,-0.981313,2.001760,0.018494,1.983143,1.983390,0.000000,0.000000,0.000000,0.000000
899,450000,1.338447,0.355275,-0.983172,2.000992,0.017049,1.983980,1.983906,0.000000,0.000000,0.000000,0.000000
900,450500,1.340000,0.355617,-0.984383,1.999711,0.015302,1.984356,1.984463,0.998227,53.011361,0.016545,0.070938
901,451000,1.334572,0.352697,-0.981875,2.001447,0.018132,1.983377,1.983254,0.000000,0.000000,0.000000,0.000000
902,451500,1.339016,0.357492,-0.981523,2.002761,0.018787,1.984004,1.983945,0.000000,0.000000,0.000000,0.000000
903,452000,1.343976,0.360781,-0.983195,2.001229,0.017021,1.984234,1.984184,0.000000,0.000000,0.000000,0.000000
904,452500,1.345281,0.361054,-0.984227,2.000045,0.015655,1.984416,1.984364,0.000000,0.000000,0.000000,0.000000
905,453000,1.351477,0.366781,-0.984695,1.999219,0.014727,1.984492,1.984493,0.998227,52.879787,0.016674,0.071111
906,453500,1.338516,0.353837,-0.984680,1.999389,0.014904,1.984483,1.984486,0.000000,0.000000,0.000000,0.000000
907,454000,1.340185,0.356224,-0.983961,2.000262,0.015754,1.984522,1.984494,0.000000,0.000000,0.000000,0.000000
908,454500,1.344002,0.360744,-0.983258,2.001389,0.017028,1.984317,1.984404,0.000000,0.000000,0.000000,0.000000
909,455000,1.345243,0.359235,-0.986008,1.998577,0.013792,1.984888,1.984682,0.000000,0.000000,0.000000,0.000000
910,455500,1.343247,0.356989,-0.986258,1.998257,0.013445,1.984868,1.984756,0.998213,52.873109,0.015829,0.071922
911,456000,1.352949,0.367550,-0.985398,1.998803,0.014122,1.984595,1.984769,0.000000,0.000000,0.000000,0.000000
912,456500,1.337142,0.354064,-0.983078,2.001205,0.016982,1.984236,1.984210,0.000000,0.000000,0.000000,0.000000
913,457000,1.338663,0.354116,-0.984547,1.999884,0.015406,1.984483,1.984472,0.000000,0.000000,0.000000,0.000000
914,457500,1.344311,0.359280,-0.985031,1.999432,0.014887,1.984516,1.984576,0.000000,0.000000,0.000000,0.000000
915,458000,1.347322,0.362658,-0.984664,1.999195,0.014934,1.984239,1.984283,0.998238,52.776441,0.015407,0.070938
916,458500,1.343622,0.360161,-0.983461,2.000695,0.016520,1.984174,1.984175,0.000000,0.000000,0.000000,0.000000
917,459000,1.342119,0.358439,-0.983680,2.000867,0.016384,1.984487,1.984480,0.000000,0.000000,0.000000,0.000000
918,459500,1.338065,0.354800,-0.983266,2.001181,0.016852,1.984348,1.984309,0.000000,0.000000,0.000000,0.000000
919,460000,1.339272,0.355983,-0.983289,2.001235,0.016797,1.984409,1.984467,0.000000,0.000000,0.000000,0.000000
920,460500,1.356345,0.373283,-0.983062,2.001365,0.017062,1.984228,1.984378,0.998232,53.092036,0.017139,0.071290
921,461000,1.346769,0.364543,-0.982227,2.002334,0.018391,1.983937,1.983951,0.000000,0.000000,0.000000,0.000000
922,461500,1.355306,0.372220,-0.983086,2.002038,0.017601,1.984478,1.984394,0.000000,0.000000,0.000000,0.000000
923,462000,1.338648,0.355249,-0.983398,2.001577,0.017133,1.984457,1.984430,0.000000,0.000000,0.000000,0.000000
924,462500,1.335973,0.352262,-0.983711,2.001292,0.016857,1.984444,1.984425,0.000000,0.000000,0.000000,0.000000
925,463000,1.344479,0.360323,-0.984156,2.000895,0.016442,1.984441,1.984465,0.998255,52.845651,0.015799,0.070193
926,463500,1.343810,0.360052,-0.983758,2.001159,0.016737,1.984445,1.984399,0.000000,0.000000,0.000000,0.000000
927,464000,1.341165,0.356939,-0.984227,2.000475,0.016030,1.984445,1.984446,0.000000,0.000000,0.000000,0.000000
928,464500,1.336879,0.352691,-0.984187,2.000823,0.016383,1.984442,1.984437,0.000000,0.000000,0.000000,0.000000
929,465000,1.345927,0.362685,-0.983242,2.001704,0.017620,1.984036,1.984132,0.000000,0.000000,0.000000,0.000000
930,465500,1.344285,0.361074,-0.983211,2.001905,0.017680,1.984226,1.984223,0.998054,52.910431,0.018505,0.071791
931,466000,1.354086,0.370860,-0.983227,2.002114,0.017726,1.984393,1.984383,0.000000,0.000000,0.000000,0.000000
932,466500,1.340998,0.357912,-0.983086,2.002063,0.017756,1.984348,1.984266,0.000000,0.000000,0.000000,0.000000
933,467000,1.336256,0.354475,-0.981781,2.001813,0.018457,1.983271,1.983441,0.000000,0.000000,0.000000,0.000000
934,467500,1.338139,0.354467,-0.983672,2.000957,0.016595,1.984368,1.984355,0.000000,0.000000,0.000000,0.000000
935,468000,1.336036,0.351223,-0.984812,1.999453,0.014881,1.984596,1.984548,0.998254,52.772608,0.015482,0.071304
936,468500,1.342725,0.356507,-0.986219,1.997870,0.013220,1.984664,1.984635,0.000000,0.000000,0.000000,0.000000
937,469000,1.356691,0.369590,-0.987102,1.997605,0.012757,1.984796,1.984900,0.000000,0.000000,0.000000,0.000000
938,469500,1.343904,0.355670,-0.988234,1.996704,0.011619,1.985095,1.985076,0.000000,0.000000,0.000000,0.000000
939,470000,1.343580,0.356932,-0.986648,1.997805,0.013167,1.984633,1.984644,0.000000,0.000000,0.000000,0.000000
940,470500,1.349647,0.363045,-0.986602,1.997487,0.012951,1.984514,1.984558,0.998258,52.424781,0.016719,0.069865
941,471000,1.350731,0.363629,-0.987102,1.997107,0.012546,1.984562,1.984560,0.000000,0.000000,0.000000,0.000000
942,471500,1.347692,0.359770,-0.987922,1.996642,0.011934,1.984721,1.984694,0.000000,0.000000,0.000000,0.000000
943,472000,1.349725,0.361147,-0.988578,1.996578,0.011793,1.984809,1.984759,0.000000,0.000000,0.000000,0.000000
944,472500,1.345523,0.356296,-0.989227,1.996070,0.011295,1.984725,1.984825,0.000000,0.000000,0.000000,0.000000
945,473000,1.356304,0.367514,-0.988789,1.996247,0.011624,1.984660,1.984585,0.998238,52.996099,0.016246,0.070413
946,473500,1.333313,0.345915,-0.987398,1.996885,0.012312,1.984554,1.984593,0.000000,0.000000,0.000000,0.000000
947,474000,1.340111,0.352978,-0.987133,1.996888,0.012356,1.984509,1.984555,0.000000,0.000000,0.000000,0.000000
948,474500,1.353938,0.366469,-0.987469,1.996993,0.012421,1.984596,1.984548,0.000000,0.000000,0.000000,0.000000
949,475000,1.342088,0.355306,-0.986781,1.997143,0.012597,1.984549,1.984542,0.000000,0.000000,0.000000,0.000000
950,475500,1.342240,0.354943,-0.987297,1.996878,0.012325,1.984601,1.984504,0.998247,52.888408,0.016221,0.071430
951,476000,1.349813,0.361336,-0.988477,1.996766,0.011764,1.984953,1.985050,0.000000,0.000000,0.000000,0.000000
952,476500,1.336263,0.347013,-0.989250,1.996452,0.011230,1.985409,1.985035,0.000000,0.000000,0.000000,0.000000
953,477000,1.353837,0.363657,-0.990180,1.996745,0.010383,1.986307,1.986416,0.000000,0.000000,0.000000,0.000000
954,477500,1.342930,0.355930,-0.987000,1.997711,0.012633,1.985190,1.984965,0.000000,0.000000,0.000000,0.000000
955,478000,1.341956,0.355441,-0.986516,1.997369,0.012862,1.984526,1.984488,0.998246,52.974831,0.016879,0.071794
956,478500,1.340028,0.353739,-0.986289,1.997785,0.013175,1.984607,1.984613,0.000000,0.000000,0.000000,0.000000
957,479000,1.348394,0.361918,-0.986477,1.997431,0.012950,1.984489,1.984473,0.000000,0.000000,0.000000,0.000000
958,479500,1.351841,0.364404,-0.987437,1.996918,0.012365,1.984519,1.984587,0.000000,0.000000,0.000000,0.000000
959,480000,1.341715,0.354340,-0.987375,1.996707,0.012184,1.984528,1.984519,0.000000,0.000000,0.000000,0.000000
960,480500,1.336115,0.349084,-0.987031,1.997103,0.012576,1.984538,1.984516,0.998263,52.856262,0.016788,0.070823
961,481000,1.339932,0.352822,-0.987109,1.997015,0.012541,1.984471,1.984476,0.000000,0.000000,0.000000,0.000000
962,481500,1.341428,0.354631,-0.986797,1.997153,0.012692,1.984458,1.984463,0.000000,0.000000,0.000000,0.000000
963,482000,1.344855,0.357644,-0.987211,1.996930,0.012460,1.984459,1.984482,0.000000,0.000000,0.000000,0.000000
964,482500,1.339198,0.351924,-0.987273,1.996861,0.012392,1.984468,1.984470,0.000000,0.000000,0.000000,0.000000
965,483000,1.361010,0.372392,-0.988617,1.996425,0.011793,1.984576,1.984689,0.998259,52.744245,0.015743,0.071498
966,483500,1.352355,0.363699,-0.988656,1.996155,0.011616,1.984541,1.984537,0.000000,0.000000,0.000000,0.000000
967,484000,1.354647,0.367577,-0.987070,1.996942,0.012436,1.984483,1.984529,0.000000,0.000000,0.000000,0.000000
968,484500,1.346157,0.358469,-0.987688,1.996622,0.012126,1.984512,1.984482,0.000000,0.000000,0.000000,0.000000
969,485000,1.337071,0.348665,-0.988406,1.996435,0.011749,1.984616,1.984755,0.000000,0.000000,0.000000,0.000000
970,485500,1.340357,0.351677,-0.988680,1.996435,0.011539,1.984873,1.984919,0.998242,52.473355,0.016141,0.070162
971,486000,1.343479,0.355760,-0.987719,1.996720,0.012064,1.984641,1.984672,0.000000,0.000000,0.000000,0.000000
972,486500,1.344937,0.356624,-0.988313,1.996841,0.012031,1.984859,1.984762,0.000000,0.000000,0.000000,0.000000
973,487000,1.336976,0.347734,-0.989242,1.997495,0.010812,1.986870,1.986497,0.000000,0.000000,0.000000,0.000000
974,487500,1.357933,0.366988,-0.990945,1.997514,0.009756,1.987642,1.987874,0.000000,0.000000,0.000000,0.000000
975,488000,1.351888,0.360630,-0.991258,1.997926,0.009328,1.988718,1.988477,0.998255,52.502025,0.016107,0.069731
976,488500,1.336359,0.346695,-0.989664,1.996109,0.010976,1.985031,1.985235,0.000000,0.000000,0.000000,0.000000
977,489000,1.341039,0.354422,-0.986617,1.997435,0.012983,1.984458,1.984446,0.000000,0.000000,0.000000,0.000000
978,489500,1.350500,0.364086,-0.986414,1.997565,0.013060,1.984522,1.984489,0.000000,0.000000,0.000000,0.000000
979,490000,1.340802,0.354818,-0.985984,1.998211,0.013571,1.984692,1.984588,0.000000,0.000000,0.000000,0.000000
980,490500,1.350367,0.363609,-0.986758,1.997301,0.012732,1.984558,1.984579,0.998261,52.038436,0.016125,0.070547
981,491000,1.342575,0.354536,-0.988039,1.996821,0.011898,1.985028,1.984819,0.000000,0.000000,0.000000,0.000000
982,491500,1.351599,0.362520,-0.989078,1.996872,0.011197,1.985655,1.985694,0.000000,0.000000,0.000000,0.000000
983,492000,1.347550,0.358777,-0.988773,1.996692,0.011402,1.985348,1.985232,0.000000,0.000000,0.000000,0.000000
984,492500,1.331691,0.342886,-0.988805,1.996650,0.011486,1.985334,1.984996,0.000000,0.000000,0.000000,0.000000
985,493000,1.351943,0.363818,-0.988125,1.996520,0.011756,1.984783,1.984746,0.998189,53.142960,0.016045,0.072258
986,493500,1.338878,0.349925,-0.988953,1.996316,0.011370,1.984985,1.984907,0.000000,0.000000,0.000000,0.000000
987,494000,1.343274,0.353993,-0.989281,1.996275,0.011030,1.985229,1.985262,0.000000,0.000000,0.000000,0.000000
988,494500,1.342999,0.352976,-0.990023,1.995949,0.010507,1.985552,1.985331,0.000000,0.000000,0.000000,0.000000
989,495000,1.339222,0.350355,-0.988867,1.996899,0.011418,1.985504,1.985459,0.000000,0.000000,0.000000,0.000000
990,495500,1.341178,0.355100,-0.986078,1.997497,0.013016,1.984514,1.984447,0.998174,52.959071,0.017067,0.071493
991,496000,1.336703,0.350547,-0.986156,1.997737,0.013136,1.984600,1.984602,0.000000,0.000000,0.000000,0.000000
992,496500,1.340663,0.352390,-0.988273,1.996698,0.011837,1.984905,1.984816,0.000000,0.000000,0.000000,0.000000
993,497000,1.350919,0.362169,-0.988750,1.996907,0.011581,1.985481,1.985171,0.000000,0.000000,0.000000,0.000000
994,497500,1.329410,0.344480,-0.984930,1.998845,0.014369,1.984475,1.984478,0.000000,0.000000,0.000000,0.000000
995,498000,1.332222,0.347355,-0.984867,1.998943,0.014470,1.984479,1.984466,0.998238,52.231898,0.016530,0.071206
996,498500,1.340274,0.355220,-0.985055,1.998556,0.014093,1.984470,1.984456,0.000000,0.000000,0.000000,0.000000
997,499000,1.346098,0.360566,-0.985531,1.998296,0.013761,1.984541,1.984529,0.000000,0.000000,0.000000,0.000000
998,499500,1.335350,0.349889,-0.985461,1.998509,0.013892,1.984615,1.984619,0.000000,0.000000,0.000000,0.000000
999,500000,1.348503,0.363276,-0.985227,1.998733,0.014220,1.984515,1.984512,0.000000,0.000000,0.000000,0.000000
1000,500500,1.343163,0.357984,-0.985180,1.998803,0.014355,1.984447,1.984448,0.998263,53.257651,0.016395,0.071308
